Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1432	10,10	0.5543472170829773,0.5644704699516296	1,1	1,1	2,2	2,2	2.53,2.53	1,1	1,1	16.0,17.0	7.0,7.0	28.0,29.0	11.0,11.0	23.0,24.0	39.0,40.0	176.41891,183.3985	12.571428,13.357142	2217.8376,2449.68	123.2132,136.09332	0.058806304,0.061132833	106.33924102783203,106.13748168945312	0,62	0,1	0,2	0,7	2826.json
1587	10,11,11,12	0.015014472417533398,0.020983656868338585,0.020250093191862106,0.022665247321128845	5,5,5,5	3,3,3,3	8,8,8,8	3,3,3,3	4.08,3.95,15.56,14.98	2,2,2,2	4,4,4,4	21.0,21.0,22.0,22.0	8.0,8.0,8.0,8.0	44.0,44.0,45.0,46.0	20.0,20.0,20.0,20.0	29.0,29.0,30.0,30.0	64.0,64.0,65.0,66.0	310.9108,310.9108,318.94788,323.85477	26.25,26.25,27.5,27.5	8161.408,8161.408,8771.066,8906.006	453.41156,453.41156,487.28146,494.7781	0.103636935,0.103636935,0.106315956,0.10795159	103.16268920898438,101.61866760253906,101.48595428466797,99.99697875976562	0,29,452,693	0,2,1,2	0,3,2,3	0,39,61,41	1947.json
1552	9,9	0.15213944017887115,0.15287239849567413	0,0	0,0	0,0	2,2	4.62,4.62	1,1	3,3	24.0,24.0	5.0,5.0	38.0,38.0	8.0,8.0	29.0,29.0	46.0,46.0	223.46713,223.46713	19.2,19.2	4290.5693,4290.5693	238.36496,238.36496	0.07448904,0.07448904	106.81678771972656,106.81678771972656	0,664	0,1	0,2	0,17	2063.json
1165	3	0.029123181477189064	0	0	0	1	1.89	0	1	14.0	7.0	18.0	9.0	21.0	27.0	118.59257	9.0	1067.3331	59.296284	0.039530855	128.1388702392578	0	0	0	0	1182.json
6072	10,9,20,20,20,20,20,20	0.9557141661643982,0.9216903448104858,0.09165584295988083,0.09165584295988083,0.09194619953632355,0.08834568411111832,0.03626752644777298,0.009537859819829464	3,3,7,7,7,7,7,7	2,2,5,5,5,5,5,5	5,5,12,12,12,12,12,12	3,3,4,4,4,4,5,5	3.45,3.45,5.38,5.38,5.38,5.38,5.38,5.38	2,2,3,3,3,3,4,4	1,1,6,6,6,6,8,8	19.0,18.0,29.0,29.0,29.0,29.0,28.0,32.0	6.0,7.0,12.0,12.0,12.0,12.0,13.0,13.0	33.0,32.0,84.0,84.0,84.0,80.0,90.0,94.0	12.0,13.0,35.0,35.0,35.0,33.0,36.0,36.0	25.0,25.0,41.0,41.0,41.0,41.0,41.0,45.0	45.0,45.0,119.0,119.0,119.0,113.0,126.0,130.0	208.97353,208.97353,637.5487,637.5487,637.5487,605.4034,675.0516,713.9409	19.0,16.714285,42.291668,42.291668,42.291668,39.875,38.769234,44.307693	3970.497,3492.843,26962.998,26962.998,26962.998,24140.459,26171.232,31633.076	220.58318,194.04683,1497.9443,1497.9443,1497.9443,1341.1366,1453.9574,1757.3931	0.06965784,0.06965784,0.21251623,0.21251623,0.21251623,0.20180112,0.22501719,0.2379803	105.22864532470703,106.93548583984375,87.9694595336914,87.9694595336914,87.9694595336914,88.23847961425781,87.44223022460938,87.1509780883789	0,2278,2554,3822,4143,4193,5182,5402	0,4,15,0,5,2,9,5	0,9,19,0,10,4,16,11	0,107,466,0,12,8,212,56	2483.json
996	3	0.9063717126846313	0	0	0	1	1.89	0	0	9.0	2.0	10.0	2.0	11.0	12.0	41.51318	4.5	186.80931	10.378295	0.013837727	133.59722900390625	0	0	0	0	530.json
4128	4,4,4,3	0.5603995323181152,0.5603995323181152,0.5752214789390564,0.5931916832923889	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1.73,1.73,1.73,1.89	0,0,0,0	1,1,1,0	10.0,10.0,10.0,12.0	3.0,3.0,3.0,2.0	13.0,13.0,13.0,13.0	4.0,4.0,4.0,4.0	13.0,13.0,13.0,14.0	17.0,17.0,17.0,17.0	62.907475,62.907475,62.907475,64.72504	6.666667,6.666667,6.666667,12.0	419.38318,419.38318,419.38318,776.70044	23.299065,23.299065,23.299065,43.150024	0.020969158,0.020969158,0.020969158,0.021575011	126.77537536621094,126.77537536621094,126.77537536621094,131.28770446777344	0,1879,2200,2530	0,0,2,1	0,0,4,2	0,0,6,17	2039.json
996	10,8	0.03304203227162361,0.08732114732265472	2,1	2,1	4,2	3,2	4.1,3.12	2,1	4,3	22.0,21.0	7.0,6.0	46.0,37.0	13.0,11.0	29.0,27.0	59.0,48.0	286.62088,228.2346	20.428572,19.25	5855.2554,4393.516	325.29196,244.08423	0.09554029,0.0760782	103.58568572998047,108.61510467529297	0,249	0,2	0,6	0,90	526.json
1674	16,16,16	0.004871244076639414,0.005492478609085083,0.012396477162837982	8,8,8	4,4,4	12,12,12	5,5,5	3.58,3.58,3.58	2,2,2	23,23,23	26.0,26.0,26.0	7.0,7.0,7.0	108.0,108.0,102.0	17.0,17.0,18.0	33.0,33.0,33.0	125.0,125.0,120.0	630.54926,630.54926,605.3273	31.571428,31.571428,33.42857	19907.34,19907.34,20235.225	1105.9634,1105.9634,1124.1792	0.21018308,0.21018308,0.20177576	91.41178894042969,91.41178894042969,91.62406158447266	0,76,1638	0,2,6	0,4,12	0,10,144	2736.json
2095	4,4	0.2591153383255005,0.1958010047674179	0,0	0,0	0,0	1,1	1.73,1.73	0,0	0,0	12.0,12.0	3.0,2.0	13.0,13.0	4.0,4.0	15.0,14.0	17.0,17.0	66.41714,64.72504	8.0,12.0	531.3371,776.70044	29.518728,43.150024	0.022139046,0.021575011	126.4930648803711,126.62725830078125	0,166	0,2	0,4	0,4	1737.json
5957	4,4,3	0.2979620099067688,0.2979620099067688,0.6627423167228699	0,0,0	0,0,0	0,0,0	1,1,1	1.73,1.73,1.89	0,0,0	1,1,0	11.0,11.0,12.0	1.0,1.0,3.0	13.0,13.0,16.0	1.0,1.0,3.0	12.0,12.0,15.0	14.0,14.0,19.0	50.189476,50.189476,74.23092	5.5,5.5,6.0	276.0421,276.0421,445.3855	15.335673,15.335673,24.743639	0.016729826,0.016729826,0.024743639	127.94984436035156,127.94984436035156,130.57513427734375	0,3708,5059	0,0,1	0,0,2	0,0,30	1765.json
6234	4,4,4,3	0.6160376071929932,0.6160376071929932,0.6334409713745117,0.6165502667427063	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1.73,1.73,1.73,1.89	0,0,0,0	1,1,1,0	10.0,10.0,10.0,10.0	2.0,2.0,2.0,3.0	13.0,13.0,13.0,11.0	2.0,2.0,2.0,3.0	12.0,12.0,12.0,13.0	15.0,15.0,15.0,14.0	53.77444,53.77444,53.77444,51.806156	5.0,5.0,5.0,5.0	268.8722,268.8722,268.8722,259.0308	14.937344,14.937344,14.937344,14.390599	0.017924814,0.017924814,0.017924814,0.01726872	127.59107971191406,127.59107971191406,127.59107971191406,132.4454345703125	0,3985,4306,4427	0,0,1,1	0,0,2,2	0,0,2,6	2569.json
