Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
6426	3,3,3,3,3,3	0.06759802997112274,0.06759802997112274,0.06759802997112274,0.07075484097003937,0.07075484097003937,0.07075484097003937	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	0.94,0.94,0.94,1.89,1.89,1.89	0,0,0,0,0,0	1,1,1,1,1,1	0,0,988,2111,3437,4485	0,0,3,0,0,0	0,0,6,0,0,0	0,0,0,8,0,0	7264.json
1077	3	0.22495396435260773	0	0	0	1	1.89	0	1	0	0	0	0	6424.json
4283	3,3,3	0.7690407037734985,0.7690407037734985,0.7690407037734985	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,1294,2346	0,0,0	0,0,0	0,0,0	1044.json
3927	17,17,17,17,17	0.003008903469890356,0.003008903469890356,0.003008903469890356,0.003229564055800438,0.002599504776299	5,5,5,5,5	6,6,6,6,6	11,11,11,11,11	7,7,7,7,7	3.65,3.65,3.65,3.65,3.65	4,4,4,4,4	7,7,7,7,7	0,938,1986,3110,3510	0,0,0,0,1	0,0,0,0,2	0,0,0,144,20	9089.json
317	3,3	0.45383235812187195,0.459125816822052	0,0	0,0	0,0	1,1	1.89,1.89	0,0	2,2	0,13	0,1	0,2	0,4	4080.json
1349	3	0.00411108136177063	0	0	0	1	1.89	0	0	0	0	0	0	333.json
2665	3,3,3	0.27075666189193726,0.2833177447319031,0.2833177447319031	0,0,0	0,0,0	0,0,0	1,1,1	2.49,3.77,3.77	0,0,0	1,1,1	0,64,724	0,3,0	0,6,0	0,21,0	10055.json
4372	3,3,3	0.0803011804819107,0.0803011804819107,0.0803011804819107	0,0,0	0,0,0	0,0,0	1,1,1	3.77,3.77,3.77	0,0,0	1,1,1	0,1383,2434	0,0,0	0,0,0	0,0,0	284.json
1678	9	0.2925342321395874	0	0	0	1	1.66	0	7	0	0	0	0	5979.json
4952	6,8,8,8	0.9006850719451904,0.9063241481781006,0.9063241481781006,0.9145333170890808	3,3,3,3	2,2,2,2	5,5,5,5	3,3,3,3	5.5,3.87,3.87,7.75	1,2,2,2	0,0,0,0	0,679,1963,3015	0,2,0,0	0,3,0,0	0,30,0,22	2978.json
1408	3,3,3,3,3	0.1067783385515213,0.09254109859466553,0.09181568026542664,0.2383728325366974,0.09181568026542664	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1.89,3.77,1.89,1.89,1.89	0,0,0,0,0	1,1,1,1,1	0,5,11,947,1398	0,3,3,1,1	0,6,3,2,2	0,31,16,12,12	4512.json
5807	3,3,3	0.6224531531333923,0.6224531531333923,0.6224531531333923	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	2,2,2	0,2818,3869	0,0,0	0,0,0	0,0,0	2514.json
671	4,4,4	0.013233096338808537,0.09775335341691971,0.08385864645242691	0,0,0	0,0,0	0,0,0	1,1,1	2.0,2.0,2.0	0,0,0	2,1,1	0,0,52	0,1,1	0,2,2	0,19,15	8668.json
723	3,3	0.6900320649147034,0.6900320649147034	0,0	0,0	0,0	1,1	1.89,1.89	0,0	1,1	0,13	0,0	0,0	0,0	5914.json
908	6,6	4.5655935537070036E-4,4.5655935537070036E-4	2,2	1,1	3,3	2,2	2.75,2.75	1,1	5,5	0,91	0,0	0,0	0,0	8688.json
6180	11,10,10,10,9,9,9,9,9,9,9,9,9,9,10	0.05576973408460617,0.11302899569272995,0.113972008228302,0.14287251234054565,0.26878586411476135,0.8000945448875427,0.7456699013710022,0.7456699013710022,0.7456699013710022,0.7639570832252502,0.7726437449455261,0.7726437449455261,0.7726437449455261,0.7819195985794067,0.7610933780670166	2,2,2,2,2,3,3,3,3,2,2,2,2,2,2	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	3,3,3,3,3,4,4,4,4,3,3,3,3,3,3	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	3.34,3.49,2.53,2.53,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,4.31	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	6,6,6,5,3,3,3,3,3,3,3,3,3,3,3	0,0,658,742,947,1328,1432,1864,1864,1950,2013,3191,4238,4656,5362	0,4,0,1,1,4,1,0,0,1,1,0,0,1,0	0,9,0,2,3,8,2,0,0,2,2,0,0,2,0	0,86,9,15,91,31,8,0,0,19,3,0,0,6,20	8899.json
2316	22,22,22	0.017605911940336227,0.017605911940336227,0.026643402874469757	7,7,7	7,7,7	14,14,14	7,7,7	6.91,6.91,6.9	5,5,5	2,2,2	0,375,1165	0,0,3	0,0,6	0,0,39	6256.json
892	4	0.034630388021469116	0	0	0	1	2.0	0	2	0	0	0	0	6961.json
274	6	0.0	3	2	5	2	2.75	1	6	0	0	0	0	8686.json
4076	3,3,3	0.07850091904401779,0.07850091904401779,0.07850091904401779	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	1,1,1	0,1087,2134	0,0,0	0,0,0	0,0,0	5733.json
160	3,3	0.023196717724204063,0.0296290535479784	0,0	0,0	0,0	1,1	1.89,1.89	0,0	1,1	0,2	0,2	0,4	0,24	5395.json
917	16	7.449000841006637E-4	4	6	10	7	3.87	4	10	0	0	0	0	8162.json
957	4,4,4,4,4,4	0.3472619950771332,0.33078280091285706,0.33078280091285706,0.33078280091285706,0.33078280091285706,0.33078280091285706	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	2.0,2.0,2.0,2.0,2.0,2.0	0,0,0,0,0,0	1,1,1,1,1,1	0,27,28,40,41,65	0,4,0,0,0,0	0,8,0,0,0,0	0,16,0,0,0,0	6740.json
6369	10,9,9	0.2509014904499054,0.2135503590106964,0.2135503590106964	0,0,0	0,0,0	0,0,0	1,1,1	1.83,1.66,1.66	0,0,0	2,2,2	0,3380,4432	0,0,0	0,0,0	0,4,0	2605.json
5272	3,3,3	0.8961147665977478,0.8961147665977478,0.8961147665977478	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,2283,3335	0,0,0	0,0,0	0,0,0	2870.json
4372	6,6,6	0.39768555760383606,0.39768555760383606,0.39768555760383606	0,0,0	1,1,1	1,1,1	2,2,2	5.5,5.5,5.5	1,1,1	1,1,1	0,1383,2434	0,0,0	0,0,0	0,0,0	220.json
6277	11,11,10,11,10,10,10,10,10,10,10,10,10	0.0374065525829792,0.13016995787620544,0.12939508259296417,0.2721136212348938,0.1319366991519928,0.1319366991519928,0.1319366991519928,0.1407565474510193,0.1407565474510193,0.09908519685268402,0.09908519685268402,0.09405443072319031,0.09405443072319031	6,6,6,4,4,4,4,4,4,4,4,4,4	5,5,5,4,4,4,4,4,4,4,4,4,4	11,11,11,8,8,8,8,8,8,8,8,8,8	3,3,3,3,3,3,3,3,3,3,3,3,3	2.31,2.31,2.41,2.31,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41	1,1,1,1,1,1,1,1,1,1,1,1,1	13,10,10,8,9,9,9,9,9,9,9,9,9	0,110,967,977,989,1136,1961,2889,3288,4050,4335,5359,5460	0,2,2,8,2,0,0,1,0,1,0,1,0	0,4,5,14,5,0,0,2,0,2,0,2,0	0,30,52,204,88,0,0,29,0,12,0,6,0	9063.json
6426	3,3,3,3,3,3	0.06759802997112274,0.06759802997112274,0.06759802997112274,0.07075484097003937,0.07075484097003937,0.07075484097003937	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	0.94,0.94,0.94,1.89,1.89,1.89	0,0,0,0,0,0	1,1,1,1,1,1	0,0,988,2111,3437,4485	0,0,3,0,0,0	0,0,6,0,0,0	0,0,0,8,0,0	7448.json
4842	3,3,3,3	0.4455519914627075,0.4455519914627075,0.4455519914627075,0.4455519914627075	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	3.77,3.77,3.77,3.77	0,0,0,0	0,0,0,0	0,575,1853,2901	0,0,0,0	0,0,0,0	0,0,0,0	8280.json
1399	3,3,3,3	0.09839939326047897,0.09839939326047897,0.2503454387187958,0.097632996737957	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	3.77,3.77,1.89,1.89	0,0,0,0	1,1,1,1	0,2,938,1389	0,3,1,1	0,3,2,2	0,0,28,12	3965.json
4131	3,3,3,3	0.8498137593269348,0.8498137593269348,0.8537298440933228,0.8526440262794495	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1.89,1.89,3.77,1.89	0,0,0,0	0,0,0,0	0,1142,1254,2194	0,0,3,0	0,0,6,0	0,0,9,16	307.json
3474	6,6,6	0.0,0.0,0.0	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	5,5,5	0,485,1537	0,0,0	0,0,0	0,0,0	2631.json
