Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
787	3,3,4,4,4	0.20322109758853912,0.2155953198671341,0.17188896238803864,0.14097662270069122,0.14410287141799927	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1.89,1.89,2.0,2.0,2.0	0,0,0,0,0	0,0,1,1,1	12.0,12.0,12.0,12.0,12.0	3.0,3.0,3.0,3.0,3.0	17.0,17.0,19.0,19.0,19.0	3.0,3.0,4.0,4.0,4.0	15.0,15.0,15.0,15.0,15.0	20.0,20.0,23.0,23.0,23.0	78.13781,78.13781,89.85848,89.85848,89.85848	6.0,6.0,8.0,8.0,8.0	468.82684,468.82684,718.86786,718.86786,718.86786	26.045937,26.045937,39.937103,39.937103,39.937103	0.026045937,0.026045937,0.029952828,0.029952828,0.029952828	130.30841064453125,130.30841064453125,124.92120361328125,124.92120361328125,124.92120361328125	0,2,133,219,555	0,1,2,1,1	0,2,3,2,2	0,6,39,14,11	3497.json
646	23,24,24,24,24,21,21,14	8.42105713672936E-4,6.732795154675841E-4,5.936422967351973E-4,5.603953031823039E-4,5.329377017915249E-4,0.001483852625824511,0.0014878049260005355,8.522568386979401E-4	7,8,8,8,8,5,5,2	6,7,7,7,7,4,4,2	13,15,15,15,15,9,9,4	6,7,7,7,7,6,6,3	5.9,5.83,5.83,5.83,5.83,4.38,4.38,2.14	4,4,4,4,4,3,3,1	11,12,12,12,12,10,10,6	48.0,50.0,49.0,49.0,49.0,46.0,46.0,39.0	18.0,18.0,19.0,19.0,19.0,16.0,16.0,15.0	149.0,158.0,159.0,159.0,159.0,134.0,134.0,109.0	44.0,46.0,47.0,47.0,47.0,42.0,42.0,30.0	66.0,68.0,68.0,68.0,68.0,62.0,62.0,54.0	193.0,204.0,206.0,206.0,206.0,176.0,176.0,139.0	1166.568,1241.8424,1254.0173,1254.0173,1254.0173,1047.9386,1047.9386,799.9294	58.666664,63.88889,60.605267,60.605267,60.605267,60.375,60.375,39.0	68438.66,79339.93,76000.055,76000.055,76000.055,63269.293,63269.293,31197.246	3802.1475,4407.774,4222.225,4222.225,4222.225,3514.9607,3514.9607,1733.1803	0.388856,0.41394746,0.41800576,0.41800576,0.41800576,0.34931287,0.34931287,0.26664314	82.10352325439453,80.85890197753906,80.80816650390625,80.80816650390625,80.80816650390625,84.13491821289062,84.13491821289062,92.7977523803711	0,2,8,41,77,103,116,272	0,1,2,1,1,4,1,10	0,1,4,2,2,11,2,26	0,45,36,9,6,271,9,459	3300.json
679	13,15,15	0.18282754719257355,0.02095615118741989,0.014509297907352448	3,4,4	2,3,3	5,7,7	3,4,4	3.89,3.67,3.67	2,2,2	6,7,8	24.0,29.0,29.0	5.0,7.0,7.0	50.0,70.0,70.0	10.0,17.0,18.0	29.0,36.0,36.0	60.0,87.0,88.0	291.47888,449.7835,454.95343	24.0,35.214287,37.285713	6995.493,15838.806,16963.264	388.63852,879.93365,942.40356	0.097159624,0.14992784,0.15165114	99.24798583984375,94.44400024414062,94.38457489013672	0,93,447	0,7,1	0,12,2	0,188,17	1865.json
504	2	0.9976328611373901	0	0	0	1	1.89	0	0	7.0	1.0	8.0	1.0	8.0	9.0	27.0	3.5	94.5	5.25	0.009	142.4026641845703	0	0	0	0	5622.json
914	4,4,4	0.796680212020874,0.796680212020874,0.796680212020874	1,1,1	1,1,1	2,2,2	2,2,2	3.32,3.32,3.32	0,0,0	0,0,0	12.0,12.0,12.0	4.0,4.0,4.0	17.0,17.0,17.0	4.0,4.0,4.0	16.0,16.0,16.0	21.0,21.0,21.0	84.0,84.0,84.0	6.0,6.0,6.0	504.0,504.0,504.0	28.0,28.0,28.0	0.028,0.028,0.028	125.04178619384766,125.04178619384766,125.04178619384766	0,334,338	0,4,0	0,4,0	0,0,0	5262.json
385	3	0.08320034295320511	0	0	0	1	1.89	0	3	16.0	3.0	23.0	3.0	19.0	26.0	110.44612	8.0	883.569	49.087166	0.036815375	128.50894165039062	0	0	0	0	5476.json
646	6,6,6	0.027675006538629532,0.028511039912700653,0.028451675549149513	1,1,1	1,1,1	2,2,2	2,2,2	1.89,1.89,1.89	0,0,0	4,4,4	21.0,21.0,21.0	8.0,8.0,8.0	40.0,40.0,40.0	12.0,12.0,12.0	29.0,29.0,29.0	52.0,52.0,52.0	252.61502,252.61502,252.61502	15.75,15.75,15.75	3978.6865,3978.6865,3978.6865	221.03815,221.03815,221.03815	0.08420501,0.08420501,0.08420501	112.74778747558594,112.74778747558594,112.74778747558594	0,8,77	0,4,3	0,8,6	0,28,24	3583.json
598	3	0.8703311085700989	0	0	0	1	1.89	0	0	9.0	2.0	10.0	2.0	11.0	12.0	41.51318	4.5	186.80931	10.378295	0.013837727	133.59722900390625	0	0	0	0	2225.json
599	9,9,12,12	0.22430524230003357,0.22130540013313293,0.0525127612054348,0.053762808442115784	2,2,2,2	1,1,1,1	3,3,3,3	2,2,2,2	2.67,2.67,2.89,2.89	1,1,1,1	5,5,8,8	25.0,25.0,29.0,29.0	7.0,7.0,10.0,10.0	49.0,49.0,66.0,66.0	14.0,14.0,22.0,22.0	32.0,32.0,39.0,39.0	63.0,63.0,88.0,88.0	315.0,315.0,465.11542,465.11542	25.0,25.0,31.900002,31.900002	7875.0,7875.0,14837.183,14837.183	437.5,437.5,824.2879,824.2879	0.105,0.105,0.15503848,0.15503848	105.03158569335938,105.03158569335938,98.3446273803711,98.3446273803711	0,1,84,92	0,1,5,1	0,2,7,2	0,6,196,8	254.json
1016	3	0.8208542466163635	0	0	0	1	1.89	0	1	12.0	1.0	15.0	1.0	13.0	16.0	59.207035	6.0	355.24222	19.73568	0.019735679	131.75106811523438	0	0	0	0	2553.json
260	1	0.9770360589027405	0	0	0	1	0.0	0	0	11.0	1.0	15.0	1.0	12.0	16.0	57.3594	5.5	315.4767	17.526484	0.019119801	149.7134552001953	0	0	0	0	3703.json
682	3	0.7115543484687805	0	0	0	1	1.89	0	0	14.0	4.0	17.0	5.0	18.0	22.0	91.73836	8.75	802.71063	44.595036	0.030579453	129.47398376464844	0	0	0	0	1230.json
665	5,3	0.0253603495657444,0.8730734586715698	1,0	1,0	2,0	2,1	2.99,1.89	1,0	4,1	15.0,9.0	5.0,1.0	26.0,11.0	6.0,1.0	20.0,10.0	32.0,12.0	138.3017,39.863136	9.0,4.5	1244.7153,179.38411	69.15085,9.965784	0.046100564,0.013287712	118.83403015136719,133.80813598632812	0,1	0,1	0,4	0,140	1087.json
1360	3,3,3,3,3,3,3,3	0.15908263623714447,0.15908263623714447,0.15908263623714447,0.14261163771152496,0.14155495166778564,0.31538182497024536,0.31538182497024536,0.14557868242263794	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1	3.77,3.77,3.77,3.77,1.89,1.89,1.89,1.89	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	9.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0	2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0	10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0	2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0	11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0	12.0,12.0,12.0,12.0,12.0,13.0,13.0,12.0	41.51318,41.51318,41.51318,41.51318,41.51318,46.604515,46.604515,41.51318	4.5,4.5,4.5,4.5,4.5,5.0,5.0,4.5	186.80931,186.80931,186.80931,186.80931,186.80931,233.02258,233.02258,186.80931	10.378295,10.378295,10.378295,10.378295,10.378295,12.945699,12.945699,10.378295	0.013837727,0.013837727,0.013837727,0.013837727,0.013837727,0.015534839,0.015534839,0.013837727	133.59722900390625,133.59722900390625,133.59722900390625,133.59722900390625,133.59722900390625,132.9956512451172,132.9956512451172,133.59722900390625	0,65,73,172,297,344,564,687	0,0,0,1,3,2,0,3	0,0,0,2,6,4,0,6	0,0,0,3,16,12,0,22	2507.json
646	3,3	0.8899379372596741,0.8828021883964539	0,0	0,0	0,0	1,1	1.89,1.89	0,0	0,0	12.0,12.0	2.0,2.0	16.0,16.0	3.0,3.0	14.0,14.0	19.0,19.0	72.339745,72.339745	9.0,9.0	651.0577,651.0577	36.169872,36.169872	0.024113249,0.024113249	130.70933532714844,130.70933532714844	0,77	0,1	0,2	0,8	3520.json
527	17,17	0.0,0.0	4,4	3,3	7,7	4,4	3.33,3.33	3,3	12,12	37.0,37.0	20.0,21.0	129.0,131.0	43.0,45.0	57.0,58.0	172.0,176.0	1003.2571,1031.0046	39.775,39.642857	39904.55,40871.97	2216.9194,2270.665	0.334419,0.34366822	88.24470520019531,88.10284423828125	0,123	0,2	0,4	0,42	2197.json
1016	2,2,2,2	0.8846036791801453,0.8424569368362427,0.8324474692344666,0.8403374552726746	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0.0,0.0,0.0,0.0	0,0,0,0	0,0,0,0	9.0,9.0,9.0,9.0	1.0,1.0,1.0,1.0	10.0,10.0,10.0,10.0	1.0,1.0,1.0,1.0	10.0,10.0,10.0,10.0	11.0,11.0,11.0,11.0	36.541206,36.541206,36.541206,36.541206	4.5,4.5,4.5,4.5	164.43542,164.43542,164.43542,164.43542	9.135302,9.135302,9.135302,9.135302	0.012180402,0.012180402,0.012180402,0.012180402	140.82913208007812,140.82913208007812,140.82913208007812,140.82913208007812	0,5,460,500	0,1,2,1	0,2,4,2	0,7,8,7	1382.json
663	3,3	1.7280700558330864E-4,1.7280700558330864E-4	0,0	0,0	0,0	1,1	1.89,1.89	0,0	2,2	15.0,15.0	6.0,6.0	25.0,25.0	8.0,8.0	21.0,21.0	33.0,33.0	144.94647,144.94647	10.0,10.0	1449.4647,1449.4647	80.52582,80.52582	0.04831549,0.04831549	127.09538269042969,127.09538269042969	0,83	0,0	0,0	0,0	1224.json
374	3	0.9082719087600708	0	0	0	1	1.89	0	1	12.0	4.0	14.0	5.0	16.0	19.0	76.0	7.5	570.0	31.666666	0.025333334	130.45266723632812	0	0	0	0	4799.json
1016	3,3,3	0.7694312334060669,0.7694312334060669,0.6027798056602478	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	10.0,10.0,9.0	2.0,2.0,2.0	11.0,11.0,10.0	2.0,2.0,2.0	12.0,12.0,11.0	13.0,13.0,12.0	46.604515,46.604515,41.51318	5.0,5.0,4.5	233.02258,233.02258,186.80931	12.945699,12.945699,10.378295	0.015534839,0.015534839,0.013837727	132.9956512451172,132.9956512451172,133.59722900390625	0,219,343	0,0,3	0,0,6	0,0,21	2510.json
364	12,4	0.003790193935856223,0.0016334361862391233	0,0	0,0	0,0	1,1	1.97,3.32	0,0	7,1	32.0,19.0	15.0,4.0	78.0,31.0	26.0,7.0	47.0,23.0	104.0,38.0	577.67725,171.89536	27.733334,16.625	16020.916,2857.7603	890.0509,158.76447	0.19255908,0.05729845	97.4476318359375,121.54822540283203	0,276	0,1	0,10	0,450	5595.json
315	44,44	0.0,0.0	5,5	5,5	10,10	7,7	5.04,5.04	3,3	31,31	56.0,56.0	28.0,26.0	206.0,205.0	99.0,97.0	84.0,82.0	305.0,302.0	1949.6567,1919.9807	99.0,104.46153	193016.02,200564.12	10723.112,11142.451	0.6498856,0.63999355	68.69400024414062,68.77375793457031	0,103	0,2	0,4	0,36	2083.json
748	11,11	0.008921978063881397,0.008721262216567993	2,2	2,2	4,4	3,3	2.56,2.56	1,1	9,9	29.0,29.0	9.0,9.0	71.0,71.0	17.0,17.0	38.0,38.0	88.0,88.0	461.81763,461.81763	27.388887,27.388887	12648.671,12648.671	702.7039,702.7039	0.1539392,0.1539392	99.56121063232422,99.56121063232422	0,191	0,1	0,2	0,14	2454.json
1001	3,3,3,3,3	0.041969772428274155,0.037699293345212936,0.09905067831277847,0.09905067831277847,0.09905067831277847	1,0,0,0,0	1,0,0,0,0	2,0,0,0,0	2,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	2,2,2,2,2	21.0,20.0,21.0,21.0,21.0	4.0,3.0,3.0,3.0,3.0	29.0,28.0,28.0,28.0,28.0	6.0,4.0,5.0,5.0,5.0	25.0,23.0,24.0,24.0,24.0	35.0,32.0,33.0,33.0,33.0	162.53496,144.75398,151.30376,151.30376,151.30376	15.75,13.333334,17.5,17.5,17.5	2559.9255,1930.0532,2647.8157,2647.8157,2647.8157	142.21808,107.22518,147.10088,147.10088,147.10088	0.05417832,0.048251327,0.050434586,0.050434586,0.050434586	126.26983642578125,127.102294921875,126.87217712402344,126.87217712402344,126.87217712402344	0,78,207,420,424	0,1,1,3,0	0,2,2,3,0	0,10,19,0,0	5251.json
395	3	0.2874661684036255	0	0	0	1	1.89	0	0	9.0	3.0	10.0	3.0	12.0	13.0	46.604515	4.5	209.72032	11.651129	0.015534839	132.9956512451172	0	0	0	0	3500.json
