Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1167	14	0.019335046410560608	5	4	9	4	1.35	3	7	0	0	0	0	4925.json
1167	4	5.113229271955788E-4	0	0	0	1	2.45	0	5	0	0	0	0	4281.json
1167	7	0.15722079575061798	2	1	3	2	1.51	1	5	0	0	0	0	6491.json
1167	3	0.7075808048248291	0	0	0	1	0.94	0	1	0	0	0	0	2184.json
1167	3	0.7574662566184998	0	0	0	1	0.94	0	1	0	0	0	0	4913.json
1167	3	2.4122583272401243E-4	0	0	0	1	0.94	0	1	0	0	0	0	148.json
2860	3,3	0.41497603058815,0.1045980304479599	0,0	0,0	0,0	1,1	0.94,0.94	0,0	2,3	0,2012	0,1	0,2	0,42	11879.json
3357	3	0.8626514673233032	0	0	0	1	0.94	0	0	0	0	0	0	15388.json
3829	17,17,3,16,16,16	0.03267587348818779,0.03267587348818779,0.09059587866067886,0.030646394938230515,0.02974705398082733,0.030646394938230515	4,4,0,4,4,4	5,5,0,5,5,5	9,9,0,9,9,9	6,6,1,6,6,6	2.56,2.56,0.94,2.45,2.45,2.45	3,3,0,3,3,3	5,5,2,5,5,5	0,465,1152,2592,2894,3046	0,0,2,14,1,1	0,0,18,15,2,2	0,0,269,267,4,4	14050.json
878	4	1.526435517007485E-4	0	0	0	1	1.0	0	5	0	0	0	0	12851.json
1335	5	0.6162266135215759	0	0	0	1	1.5	1	2	0	0	0	0	16260.json
3577	4,4	0.17600755393505096,0.17600755393505096	0,0	0,0	0,0	1,1	1.66,1.66	0,0	1,1	0,213	0,0	0,0	0,0	14758.json
1167	3	0.09133462607860565	0	0	0	1	0.94	0	1	0	0	0	0	8739.json
2633	3	0.40378665924072266	0	0	0	1	0.94	0	1	0	0	0	0	21187.json
1167	3	0.6910578608512878	0	0	0	1	0.94	0	0	0	0	0	0	5081.json
2789	3,3,3,3	0.09017179906368256,0.10986553877592087,0.09017179906368256,0.0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0.94,0.94,0.94,0.94	0,0,0,0	2,2,2,2	0,831,832,860	0,2,2,2	0,4,4,4	0,27,27,115	18737.json
3240	3	0.3301859498023987	0	0	0	1	0.94	0	1	0	0	0	0	22515.json
3829	3,5,5,9	0.03987092897295952,0.06715215742588043,0.06715215742588043,0.016343291848897934	0,1,1,1	0,1,1,3	0,2,2,4	1,2,2,3	0.94,2.71,2.71,2.33	0,0,0,1	1,1,1,0	0,203,465,2471	0,3,0,7	0,4,0,10	0,69,0,173	11120.json
1167	3	0.00101607502438128	0	0	0	1	0.94	0	1	0	0	0	0	4428.json
1167	3	0.3448277711868286	0	0	0	1	0.94	0	0	0	0	0	0	8474.json
2804	3	0.43334394693374634	0	0	0	1	0.94	0	0	0	0	0	0	15746.json
1167	3	0.42756831645965576	0	0	0	1	0.94	0	2	0	0	0	0	3721.json
2954	3,3	4.995200433768332E-4,4.995200433768332E-4	0,0	0,0	0,0	1,1	0.94,0.94	0,0	3,3	0,1050	0,0	0,0	0,0	14017.json
1167	3	0.6814351677894592	0	0	0	1	0.94	0	1	0	0	0	0	8365.json
1167	3	0.004911564290523529	0	0	0	1	0.94	0	1	0	0	0	0	731.json
3829	3,3,3,3	0.4264162480831146,0.7579352259635925,0.7579352259635925,0.4180271327495575	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0.94,0.94,0.94,0.94	0,0,0,0	2,1,1,2	0,260,465,533	0,2,0,2	0,4,0,4	0,41,0,51	17454.json
1167	3,3	0.40853381156921387,0.4005013704299927	0,0	0,0	0,0	1,1	0.94,0.94	0,0	2,2	0,231	0,1	0,2	0,4	4623.json
1167	3	0.7619162201881409	0	0	0	1	0.94	0	2	0	0	0	0	183.json
1167	12,12	0.6886010766029358,0.6866865158081055	2,2	2,2	4,4	3,3	1.7,1.7	2,2	5,5	0,231	0,1	0,2	0,4	1808.json
3028	3	0.6096872687339783	0	0	0	1	0.94	0	0	0	0	0	0	11890.json
3829	3,3,3,10,10,10,18,21,14,21,18	0.47727760672569275,0.47727760672569275,0.12739789485931396,0.014995644800364971,0.035373277962207794,0.04433029517531395,3.017777926288545E-4,3.487514331936836E-4,0.0034833240788429976,3.3265072852373123E-4,4.142637480981648E-4	0,0,0,1,1,1,3,3,2,3,3	0,0,0,2,2,2,4,4,2,4,4	0,0,0,3,3,3,7,7,4,7,7	1,1,1,4,4,4,6,6,3,6,6	0.94,0.94,0.94,2.2,2.2,2.41,2.72,3.2,2.43,2.25,1.9	0,0,0,2,2,2,4,4,2,2,2	1,1,1,4,4,5,10,10,6,10,10	0,465,1109,1130,1159,1925,1994,2503,2588,2716,2951	0,0,1,8,1,8,8,1,18,8,6	0,0,2,9,2,9,8,2,43,9,12	0,0,9,218,27,467,339,62,243,171,209	17807.json
1127	4	0.0	0	0	0	1	1.66	0	1	0	0	0	0	22087.json
1693	4	0.006528432480990887	0	0	0	1	0.98	0	2	0	0	0	0	20463.json
