Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
2008	7,9,9	2.640036109369248E-4,0.0,2.04938231036067E-4	0,0,0	0,0,0	0,0,0	1,1,1	1.94,1.83,1.83	0,0,0	9,15,15	0,1253,1835	0,2,1	0,2,2	0,187,13	4925.json
3437	14,13	0.3283580541610718,0.6269552111625671	1,1	1,1	2,2	3,3	3.93,2.72	2,1	2,2	0,399	0,10	0,20	0,74	4281.json
3437	4,6	0.4684074819087982,0.2017384171485901	0,1	0,1	0,2	1,2	1.73,2.98	0,0	0,2	0,569	0,3	0,4	0,77	6491.json
2510	14	0.8472355604171753	1	1	2	3	3.09	1	3	0	0	0	0	148.json
1687	4	0.8137957453727722	0	0	0	1	1.73	0	1	0	0	0	0	11879.json
2013	4	0.025665398687124252	0	0	0	1	1.73	0	0	0	0	0	0	14050.json
3437	6,4,7,7,7,7,7	0.7082688212394714,0.7116879820823669,0.40650588274002075,0.40650588274002075,0.40650588274002075,0.6120548248291016,0.5937735438346863	1,0,1,1,1,1,2	1,0,1,1,1,1,2	2,0,2,2,2,2,4	2,1,2,2,2,2,2	2.0,1.73,2.8,2.8,2.8,2.8,2.8	0,0,0,0,0,0,0	2,1,2,2,2,2,2	0,2437,2459,2459,2459,2948,2948	0,0,3,3,3,3,1	0,3,6,6,3,6,2	0,72,114,0,0,27,24	12851.json
2008	76,76,83,88,88,88,89,88,102,99	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	20,20,25,25,25,25,25,25,26,25	24,24,29,29,29,29,29,29,34,33	44,44,54,54,54,54,54,54,60,58	17,17,19,20,20,20,20,20,25,24	5.98,5.95,5.78,5.82,5.82,5.86,5.84,5.86,5.94,6.0	4,4,4,4,4,4,4,4,5,5	68,68,81,83,84,84,89,84,95,92	0,96,96,111,383,453,562,562,625,799	0,2,9,7,1,0,1,1,16,2	0,3,10,9,2,2,1,3,16,6	0,60,622,174,6,123,126,157,832,148	5081.json
2155	4,4,4,4,4,7	0.020653219893574715,0.020653219893574715,0.020653219893574715,0.020653219893574715,0.020653219893574715,0.06562381982803345	0,0,0,0,0,1	0,0,0,0,0,1	0,0,0,0,0,2	1,1,1,1,1,2	1.73,1.73,1.73,1.73,1.73,2.8	0,0,0,0,0,1	1,1,1,1,1,1	0,37,40,40,140,952	0,0,0,0,0,4	0,0,0,0,0,5	0,0,0,0,0,96	11120.json
3437	5,5	0.9235098958015442,0.9184688925743103	0,0	0,0	0,0	1,1	1.96,1.96	0,0	1,1	0,941	0,1	0,2	0,5	4428.json
713	5	0.03765896335244179	0	0	0	1	1.96	0	2	0	0	0	0	8474.json
3269	4,4,4	0.4372435510158539,0.36532190442085266,0.24231694638729095	0,0,0	0,0,0	0,0,0	1,1,1	1.73,1.73,1.73	0,0,0	1,1,1	0,53,148	0,2,1	0,4,2	0,21,9	8365.json
1650	10	0.04876994341611862	0	0	0	2	3.32	1	7	0	0	0	0	731.json
3373	26	0.003534518415108323	6	6	12	7	4.21	3	9	0	0	0	0	4623.json
2443	11	0.6568776965141296	0	0	0	2	2.67	1	2	0	0	0	0	183.json
1538	4,5,5	0.9020708799362183,0.6753966212272644,0.6753966212272644	0,0,0	0,0,0	0,0,0	1,1,1	1.73,1.96,1.96	0,0,0	0,1,1	0,1,4	0,1,0	0,1,0	0,30,0	1808.json
1974	6,7,7,6,6,7	0.08818139880895615,0.038902461528778076,0.426224023103714,0.7696196436882019,0.7696196436882019,0.9210108518600464	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	2.0,1.98,1.89,1.89,1.89,1.78	0,0,0,0,0,0	2,3,3,2,2,3	0,2,9,14,20,105	0,1,3,2,0,9	0,1,4,4,0,13	0,38,146,72,0,138	11890.json
898	11,11,11,11	0.18656501173973083,0.5299762487411499,0.5299762487411499,0.5299762487411499	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	2.67,2.67,2.67,2.67	1,1,1,1	2,2,2,2	0,16,39,73	0,2,0,0	0,4,0,0	0,42,0,0	9386.json
104	7,7	0.22547011077404022,0.22021032869815826	0,0	0,0	0,0	1,1	1.98,1.98	0,0	2,2	0,97	0,3	0,6	0,32	1926.json
2014	4	0.8016635775566101	0	0	0	1	1.73	0	0	0	0	0	0	11181.json
1761	4	0.6856302618980408	0	0	0	1	1.73	0	1	0	0	0	0	14296.json
3437	4	0.7457126379013062	0	0	0	1	1.73	0	0	0	0	0	0	6513.json
2049	6,15,16,16,16	0.29581964015960693,0.16774849593639374,0.0696302130818367,0.022904522716999054,0.016066376119852066	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	2.0,4.1,4.24,4.24,4.24	0,1,1,1,1	2,3,4,4,4	0,1,628,761,797	0,10,1,1,1	0,11,1,2,2	0,265,59,41,13	4016.json
2014	4	0.5148599147796631	0	0	0	1	1.73	0	1	0	0	0	0	14235.json
3433	7,7	0.8596292734146118,0.8505172729492188	0,0	0,0	0,0	1,1	2.8,2.8	1,1	0,0	0,56	0,6	0,12	0,28	5586.json
2112	30,30,30,4,4	0.0,0.0,0.0,0.1520194411277771,0.1409696787595749	3,3,3,0,0	4,4,4,0,0	7,7,7,0,0	6,6,6,1,1	5.86,5.86,5.86,1.73,1.73	3,3,3,0,0	30,30,30,1,1	0,6,15,811,881	0,0,0,0,1	0,0,0,27,2	0,0,0,1345,6	10416.json
2958	37,37,37,36,38,38	0.0,0.0,0.0,0.0,0.0,0.0	7,7,6,6,6,6	10,10,10,10,10,10	17,17,16,16,16,16	10,10,10,10,11,11	5.6,5.6,5.6,5.65,5.56,5.56	4,4,4,4,4,4	17,20,18,18,19,19	0,2,691,1130,1307,1411	0,7,1,1,2,1	0,14,2,3,2,2	0,69,37,33,91,7	6428.json
2119	4	0.27859440445899963	0	0	0	1	1.73	0	0	0	0	0	0	6262.json
2079	4,7,7	0.8013396263122559,0.8199405074119568,0.8637010455131531	0,0,0	0,0,0	0,0,0	1,1,1	1.73,2.8,2.8	0,1,1	2,0,0	0,140,1267	0,4,1	0,5,2	0,81,4	10921.json
2743	5,6,6,5	0.8833972215652466,0.08695820719003677,0.08695820719003677,0.062814861536026	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1.96,2.0,2.0,1.96	0,0,0,0	2,4,4,3	0,218,251,2053	0,4,0,0	0,8,0,1	0,54,0,27	3663.json
