Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
2818	3,3,3,3,3,3	0.22108685970306396,0.22108685970306396,0.22108685970306396,0.22108685970306396,0.22108685970306396,0.22108685970306396	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	3.77,3.77,3.77,3.77,3.77,3.77	0,0,0,0,0,0	0,0,0,0,0,0	0,118,118,326,900,1186	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	2063.json
2825	4,7,10,10,10,10,10,10,12,12,12	0.28509795665740967,0.3517388701438904,0.34104645252227783,0.34015849232673645,0.34015849232673645,0.5373042225837708,0.5373042225837708,0.5373042225837708,0.6439187526702881,0.6439187526702881,0.4394298493862152	0,1,3,3,3,3,3,3,4,4,3	0,1,2,2,2,2,2,2,3,3,3	0,2,5,5,5,5,5,5,7,7,6	1,2,3,3,3,3,3,3,4,4,4	4.0,5.11,4.82,4.82,4.82,4.82,4.82,4.82,4.92,4.92,5.12	0,1,1,1,1,1,1,1,1,1,1	2,2,3,3,3,3,3,3,3,3,3	0,0,0,0,333,601,711,907,1148,1148,1228	0,4,6,1,0,4,0,0,9,0,1	0,5,7,2,0,7,0,0,16,0,3	0,131,149,10,0,34,0,0,283,0,70	1182.json
2896	13,13,19,19,16,16,16,16,27,27,27,27,24,24	0.03371882811188698,0.022065499797463417,0.01899433508515358,0.01899433508515358,0.01794487237930298,0.01794487237930298,0.01794487237930298,0.01804571971297264,0.0027423014398664236,0.002599498024210334,0.003284510923549533,0.0029771190602332354,0.0026881289668381214,0.0023144243750721216	3,3,3,3,2,2,2,2,3,3,3,3,2,2	3,3,3,3,2,2,2,2,3,3,3,3,2,2	6,6,6,6,4,4,4,4,6,6,6,6,4,4	4,4,4,4,3,3,3,3,6,6,6,6,5,5	4.92,4.92,8.23,8.23,8.72,8.72,8.72,8.72,8.43,8.43,8.43,8.43,8.79,8.79	1,1,1,1,1,1,1,1,2,2,2,2,2,2	3,3,3,3,2,2,2,2,7,7,9,9,8,9	0,70,166,196,224,403,978,1391,1391,1572,2050,2391,2391,2514	0,1,7,0,0,0,0,1,23,1,3,1,0,1	0,2,8,0,3,0,0,2,32,2,6,2,4,2	0,16,49,0,84,0,0,1,625,18,25,7,72,18	6677.json
1603	4	0.7853797674179077	0	0	0	1	4.0	0	2	0	0	0	0	2483.json
602	3	0.7496556043624878	0	0	0	1	3.77	0	0	0	0	0	0	5978.json
958	6,6,6,6,6	0.18083719909191132,0.18083719909191132,0.17089439928531647,0.17089439928531647,0.17089439928531647	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	5.5,5.5,5.5,5.5,5.5	1,1,1,1,1	2,2,2,2,2	0,69,154,163,301	0,0,6,0,0	0,0,12,0,0	0,0,6,0,0	4788.json
3996	7,7,9,9,9,11,11,11,11,11,11,11,11	0.485279381275177,0.5276498794555664,0.5192229747772217,0.5144360065460205,0.5144360065460205,0.287574827671051,0.28098225593566895,0.28098225593566895,0.2862994372844696,0.2862994372844696,0.2862994372844696,0.2862994372844696,0.2862994372844696	2,2,2,2,2,2,2,2,2,2,2,2,2	2,2,2,2,2,2,2,2,2,2,2,2,2	4,4,4,4,4,4,4,4,4,4,4,4,4	3,3,3,3,3,3,3,3,3,3,3,3,3	9.28,9.28,8.43,8.43,8.43,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82	0,0,1,1,1,1,1,1,1,1,1,1,1	2,2,2,2,2,2,2,2,2,2,2,2,2	0,436,466,468,588,642,804,943,1136,1419,1504,2078,2134	0,1,3,1,0,7,1,0,1,0,0,0,0	0,2,4,2,0,12,2,0,2,0,0,0,0	0,15,9,5,0,89,1,0,5,0,0,0,0	530.json
3660	26,28,27,27,27,27,27,3,3,3,3	0.0034408369101583958,0.0034400266595184803,0.005057965405285358,0.005057965405285358,0.003940877504646778,0.002668890170753002,0.0015105324564501643,0.6906062364578247,0.6906062364578247,0.6906062364578247,0.6906062364578247	1,1,1,1,1,1,1,0,0,0,0	1,1,1,1,1,1,1,0,0,0,0	2,2,2,2,2,2,2,0,0,0,0	4,4,4,4,4,4,4,1,1,1,1	7.0,9.37,9.47,9.47,9.47,9.37,9.37,3.77,3.77,3.77,3.77	2,2,2,2,2,2,2,0,0,0,0	9,9,8,8,8,8,10,1,1,1,1	0,252,302,607,818,834,842,960,960,1167,1742	0,0,0,0,1,1,3,1,0,0,0	0,0,1,0,2,1,6,28,0,0,0	0,18,85,0,6,95,44,943,0,0,0	6592.json
2708	13,13,13,19,19,23,23,23,23,23,23,23,13,13,13,11	0.6986562609672546,0.6986562609672546,0.6986562609672546,0.17560234665870667,0.18099422752857208,0.017397286370396614,0.019454849883913994,0.020571371540427208,0.020571371540427208,0.020571371540427208,0.010225007310509682,0.009683504700660706,0.2950373888015747,0.39509084820747375,0.47944581508636475,0.7049935460090637	2,2,2,3,3,4,4,4,4,4,4,4,2,2,2,2	2,2,2,3,3,4,4,4,4,4,4,4,2,2,2,2	4,4,4,6,6,8,8,8,8,8,8,8,4,4,4,4	3,3,3,4,4,5,5,5,5,5,5,5,3,3,3,3	4.59,4.59,4.59,4.48,4.48,5.94,5.94,5.94,5.94,5.94,5.94,5.94,4.59,4.59,4.59,4.44	1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1	3,3,3,4,4,6,6,6,6,6,7,7,4,4,4,5	0,9,9,13,20,26,109,210,216,790,1111,1385,1590,1632,1869,2252	0,0,0,9,1,6,1,1,0,0,1,1,1,1,1,9	0,0,0,12,2,8,2,2,0,0,2,2,12,2,2,18	0,0,0,214,9,230,56,29,0,0,46,18,265,19,11,212	2039.json
420	3	0.675910472869873	0	0	0	1	3.77	0	0	0	0	0	0	5270.json
