Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1677	8,8	0.2047143280506134,0.2047143280506134	2,2	1,1	3,3	2,2	5.66,5.66	1,1	4,4	0,827	0,0	0,0	0,0	10998.json
751	3	0.3489893078804016	0	0	0	1	3.77	0	1	0	0	0	0	3472.json
1384	3,3,3,3	0.7219246029853821,0.7219246029853821,0.7219246029853821,0.7219246029853821	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	3.77,3.77,3.77,3.77	0,0,0,0	0,0,0,0	0,534,647,661	0,0,0,0	0,0,0,0	0,0,0,0	7735.json
1584	3,3	0.5638848543167114,0.5638848543167114	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,734	0,0	0,0	0,0	3109.json
1731	20,24,24,24,24	0.0,0.0,0.0,0.0,0.0	0,1,1,1,1	0,1,1,1,1	0,2,2,2,2	3,4,4,4,4	11.73,12.4,12.4,12.4,12.4	2,2,2,2,2	11,11,11,11,11	0,151,669,881,1177	0,11,1,0,2	0,18,2,0,4	0,230,9,0,57	8696.json
1195	3,3	0.4575784504413605,0.4575784504413605	0,0	0,0	0,0	1,1	3.77,3.77	0,0	1,1	0,345	0,0	0,0	0,0	6471.json
1393	9,9,9,4,10,5	4.207370220683515E-4,4.207370220683515E-4,4.207370220683515E-4,3.0798529041931033E-4,7.784096524119377E-4,9.368185419589281E-4	4,4,4,0,4,0	3,3,3,0,4,0	7,7,7,0,8,0	2,2,2,1,3,1	7.33,7.33,7.33,6.63,7.33,5.99	1,1,1,0,2,0	5,5,5,1,5,2	0,337,543,1291,1291,1308	0,0,0,0,6,2	0,0,0,4,6,9	0,0,0,204,242,231	5449.json
1010	3,3	0.4579579532146454,0.4579579532146454	0,0	0,0	0,0	1,1	3.77,3.77	0,0	1,1	0,160	0,0	0,0	0,0	7080.json
1255	5,5,5,5,5	0.13770189881324768,0.13770189881324768,0.13770189881324768,0.13770189881324768,0.17867784202098846	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	5.99,5.99,5.99,5.99,5.99	1,1,1,1,1	1,1,1,1,1	0,201,405,518,518	0,0,0,0,1	0,0,0,0,2	0,0,0,0,14	7295.json
907	3,3,3	0.7933448553085327,0.7933448553085327,0.7933448553085327	0,0,0	0,0,0	0,0,0	1,1,1	3.77,3.77,3.77	0,0,0	0,0,0	0,35,57	0,0,0	0,0,0	0,0,0	7685.json
