Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1534	34,34,37,42,42,42,42,51,48,48,48,57,58,68,68,68,69,73,73,74,86,95,97,80,80,80,101,108,108,168,171,175,175,240,252,268,57,58,58,58,58,66	3.2202250440604985E-4,3.0304546817205846E-4,0.0,1.1029116285499185E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	6,6,8,8,8,8,8,9,9,9,9,13,13,15,15,8,8,9,9,9,12,13,13,9,12,13,16,18,22,29,29,30,30,56,57,57,10,10,10,11,11,11	6,6,8,8,8,8,8,9,9,9,9,14,15,17,17,18,19,20,20,20,26,26,28,24,17,18,24,26,30,40,42,44,44,72,75,78,10,10,10,11,11,13	12,12,16,16,16,16,16,18,18,18,18,27,28,32,32,26,27,29,29,29,38,39,41,33,29,31,40,44,52,69,71,74,74,128,132,135,20,20,20,22,22,24	7,7,8,8,8,8,8,9,9,9,9,10,10,12,12,12,12,13,13,13,16,19,19,14,17,17,24,26,26,35,36,37,37,53,56,59,9,9,9,9,9,11	5.84,5.84,5.78,6.04,6.04,6.04,6.04,7.26,7.94,7.94,7.94,7.47,7.41,7.03,7.03,7.03,6.98,6.86,6.86,6.81,6.72,6.56,6.5,6.76,7.33,7.33,6.99,6.91,6.91,8.2,8.24,8.24,8.24,7.37,7.31,7.32,9.75,9.82,9.82,9.82,9.82,9.97	2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,6,6,7,7,7,6,6,6,6,6,6	19,19,22,24,24,24,24,29,25,25,25,31,32,38,38,28,28,32,32,32,38,41,41,30,35,35,43,46,50,86,86,88,88,132,138,146,39,39,39,40,40,42	0,18,18,38,59,81,86,115,146,229,231,235,235,235,237,239,240,240,242,333,333,333,335,335,354,588,623,646,672,790,790,793,797,835,836,836,839,927,948,993,1083,1190	0,1,3,2,2,1,3,9,7,1,2,9,2,12,1,11,1,8,1,12,12,28,2,19,21,4,38,8,3,63,10,23,1,69,14,17,31,5,1,13,1,9	0,2,3,4,4,2,6,10,17,2,4,9,3,14,2,22,1,11,2,24,12,47,2,56,41,8,45,8,6,63,16,42,2,69,14,17,292,9,2,26,2,9	0,10,127,55,6,5,30,211,170,6,18,245,37,256,14,297,41,226,24,101,393,474,68,597,651,44,487,153,106,2221,262,735,6,1938,284,446,6235,12,9,618,2,165	1538.json
772	13,13,13,16,16,12,13	0.006233025807887316,0.006304976064711809,0.003297970164567232,0.006275862455368042,0.006219253875315189,0.03901240602135658,0.03204898536205292	3,3,4,4,4,2,2	2,2,3,3,3,2,2	5,5,7,7,7,4,4	3,3,4,4,4,3,3	4.26,4.26,4.26,4.44,4.44,4.42,4.26	1,1,1,1,1,1,1	12,12,13,12,12,8,9	0,0,14,19,22,147,248	0,1,2,6,1,1,1	0,2,4,8,2,7,1	0,2,34,51,2,123,28	786.json
750	22,23,26,26,26,26	0.02796640619635582,0.010409215465188026,0.011954323388636112,0.012017342261970043,0.010746803134679794,0.011978528462350368	5,5,6,6,6,6	9,7,8,8,8,8	14,12,14,14,14,14	5,5,6,6,6,6	6.56,8.7,9.33,9.33,9.33,9.33	2,3,3,3,3,3	9,8,8,8,8,8	0,20,20,80,143,419	0,8,7,1,1,2	0,13,11,2,2,4	0,245,90,4,19,30	1603.json
1506	12,15,12,12,17,18,11,11,11,11	0.23805861175060272,0.2671334147453308,0.10678406059741974,0.040036920458078384,0.021689141169190407,0.010768869891762733,0.03248761594295502,0.03248761594295502,0.004422562196850777,0.03248761594295502	3,3,3,3,4,5,0,0,0,0	2,2,3,3,4,4,0,0,0,0	5,5,6,6,8,9,0,0,0,0	3,3,3,3,4,4,2,2,2,2	7.63,7.54,4.92,5.12,4.75,4.62,5.34,5.34,5.34,5.34	2,2,1,1,1,1,1,1,1,1	6,6,3,3,5,8,4,4,4,4	0,1,12,55,302,734,735,804,804,816	0,0,10,1,4,4,4,0,1,1	0,0,22,3,4,7,15,0,2,2	0,17,271,69,101,112,334,0,26,26	1982.json
1216	4	0.8077828884124756	0	0	0	1	3.46	0	0	0	0	0	0	355.json
1216	4	0.7649180889129639	0	0	0	1	3.46	0	0	0	0	0	0	359.json
1345	18,21,21,22,22,22,22	0.0,0.0,1.4684088819194585E-4,0.0,0.0,0.0,0.0	7,7,7,9,9,9,9	5,5,5,6,6,6,6	12,12,12,15,15,15,15	3,3,3,3,3,3,3	8.06,8.15,8.15,7.98,7.98,7.98,7.98	2,2,2,2,2,2,2	21,24,20,25,25,25,31	0,48,48,48,575,709,916	0,3,2,2,1,1,6	0,4,4,3,2,2,12	0,147,116,94,14,4,60	47.json
1549	15,15	0.1615634560585022,0.06168173998594284	4,4	3,3	7,7	6,6	7.43,7.43	5,5	6,8	0,211	0,2	0,4	0,69	2714.json
1172	4	0.04242348670959473	0	0	0	1	3.46	0	0	0	0	0	0	1907.json
1364	28,28,28,28	9.478551801294088E-4,9.529078961350024E-4,9.518953738734126E-4,9.458416025154293E-4	11,11,11,11	9,9,9,9	20,20,20,20	7,7,7,7	6.17,6.17,6.17,6.17	3,3,3,3	11,11,11,11	0,82,184,627	0,1,1,1	0,2,2,2	0,7,5,6	70.json
