Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
3031	8,13,15,15,13,13,16,27,27,27,34,10,10	0.908667266368866,0.674146294593811,0.14992409944534302,0.23033666610717773,0.5035759210586548,0.5035759210586548,0.2042820006608963,0.043030351400375366,0.05108512565493584,0.04309113696217537,0.008807888254523277,0.6148238778114319,0.6098107695579529	0,0,0,0,1,1,1,2,2,2,2,1,1	0,0,0,0,1,1,1,2,2,2,2,1,1	0,0,0,0,2,2,2,4,4,4,4,2,2	2,3,3,3,3,3,4,6,6,6,7,2,2	2.95,2.65,4.36,4.26,4.59,4.59,2.54,3.59,3.59,3.59,3.48,2.53,2.53	1,1,1,1,1,1,1,2,2,2,2,1,1	1,3,4,4,3,3,5,7,7,7,12,3,3	0,83,176,179,309,309,356,390,761,1414,1575,1594,1894	0,8,4,2,1,0,8,31,2,2,9,8,1	0,8,7,3,5,0,11,48,4,4,9,48,2	0,217,124,30,145,0,184,418,55,28,359,1035,1	3018.json
1883	3	2.9107730370014906E-4	0	0	0	1	1.89	0	2	0	0	0	0	7264.json
2692	1,1,1,2	0.9998753666877747,0.994920551776886,0.9607053399085999,0.7184301614761353	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0.0,0.0,0.0,0.0	0,0,0,0	0,0,0,0	0,24,120,906	0,1,1,2	0,2,2,3	0,45,49,24	6424.json
1284	3	0.07281547039747238	0	0	0	1	1.89	0	2	0	0	0	0	11110.json
2694	3,3	0.789374589920044,0.8036167025566101	0,0	0,0	0,0	1,1	1.89,1.89	0,0	1,1	0,1	0,1	0,2	0,22	12525.json
1569	3,3,3,3	0.19747932255268097,0.2606436312198639,0.2566260099411011,0.24566391110420227	1,1,1,1	1,1,1,1	2,2,2,2	2,2,2,2	1.89,1.89,1.89,1.89	0,0,0,0	2,2,1,2	0,6,7,420	0,1,1,2	0,2,2,4	0,19,10,17	1044.json
2694	34,32,30,30,30,30,30,34,67	0.0010377652943134308,0.0019010641844943166,0.001454750308766961,0.0,0.0,0.0,2.425775892334059E-4,1.7556037346366793E-4,0.0	3,3,3,3,3,3,3,4,7	4,3,3,3,3,3,3,4,9	7,6,6,6,6,6,6,8,16	5,4,4,4,4,4,4,5,10	7.21,6.26,4.38,4.57,4.57,4.57,4.38,5.04,9.0	2,2,2,2,2,2,2,3,5	13,11,11,15,15,15,15,16,31	0,419,705,817,1016,1218,1268,1300,1447	0,3,1,12,1,1,2,13,47	0,6,4,14,2,2,13,22,56	0,127,105,897,10,10,832,146,2108	14627.json
1500	3	0.1514374315738678	0	0	0	1	1.89	0	1	0	0	0	0	19595.json
1037	3,3	0.7232465744018555,0.7232465744018555	0,0	0,0	0,0	1,1	1.89,1.89	0,0	1,1	0,972	0,0	0,0	0,0	14222.json
2729	3,3	0.7850668430328369,0.7723962068557739	0,0	0,0	0,0	1,1	1.89,1.89	0,0	0,0	0,37	0,3	0,6	0,12	17902.json
