Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1539	4,4,4,4,4,8,8,15,22,23,22,22	0.23311389982700348,0.23629875481128693,0.08448714017868042,0.0801321491599083,0.07928743213415146,0.018088823184370995,0.0041044531390070915,0.0026052407920360565,0.0023782458156347275,0.0018879121635109186,0.004423255566507578,0.0014231373788788915	0,0,0,0,0,1,1,2,3,3,3,3	0,0,0,0,0,1,1,2,4,4,4,4	0,0,0,0,0,2,2,4,7,7,7,7	1,1,1,1,1,2,2,2,4,4,4,4	3.46,3.46,3.46,3.46,3.46,3.87,3.87,5.44,6.0,5.88,6.0,6.0	0,0,0,0,0,0,0,1,2,2,2,2	4,4,3,3,3,9,9,12,11,12,11,11	19.0,19.0,19.0,19.0,19.0,33.0,34.0,36.0,34.0,35.0,33.0,34.0	3.0,3.0,4.0,4.0,4.0,7.0,8.0,10.0,14.0,14.0,12.0,12.0	25.0,25.0,27.0,27.0,27.0,67.0,70.0,86.0,84.0,88.0,80.0,81.0	5.0,5.0,6.0,6.0,6.0,16.0,18.0,21.0,29.0,31.0,27.0,28.0	22.0,22.0,23.0,23.0,23.0,40.0,42.0,46.0,48.0,49.0,45.0,46.0	30.0,30.0,33.0,33.0,33.0,83.0,88.0,107.0,113.0,119.0,107.0,109.0	133.78294,133.78294,149.27754,149.27754,149.27754,441.72003,474.52393,591.0211,631.10077,668.15045,587.6283,602.06824	15.833333,15.833333,14.25,14.25,14.25,37.714287,38.25,37.8,35.214287,38.75,37.125,39.666664	2118.23,2118.23,2127.205,2127.205,2127.205,16659.156,18150.541,22340.598,22223.764,25890.83,21815.701,23882.04	117.67944,117.67944,118.17806,118.17806,118.17806,925.50867,1008.3634,1241.1443,1234.6536,1438.3794,1211.9834,1326.7799	0.044594314,0.044594314,0.04975918,0.04975918,0.04975918,0.14724001,0.15817465,0.19700705,0.21036692,0.22271682,0.19587609,0.2006894	122.85169219970703,122.85169219970703,122.28182983398438,122.28182983398438,122.28182983398438,105.18153381347656,104.80902099609375,93.48395538330078,86.4782943725586,85.4615249633789,86.84941864013672,86.72318267822266	0,1,33,54,76,252,252,621,621,640,754,802	0,1,2,1,1,6,2,11,16,2,1,6	0,2,4,2,2,8,4,15,24,3,3,12	0,2,28,6,4,294,28,168,390,27,61,73	2184.json
1438	4	0.8304897546768188	0	0	0	1	3.46	0	1	11.0	2.0	13.0	2.0	13.0	15.0	55.506596	5.5	305.2863	16.96035	0.018502198	127.42622375488281	0	0	0	0	148.json
716	28	0.24295271933078766	1	1	2	4	8.34	3	5	28.0	9.0	68.0	17.0	37.0	85.0	442.80356	26.444443	11709.693	650.5385	0.14760119	84.41403198242188	0	0	0	0	183.json
1046	16	0.021506551653146744	1	1	2	4	6.46	2	8	24.0	12.0	69.0	23.0	36.0	92.0	475.63312	23.0	10939.562	607.7534	0.15854438	93.10790252685547	0	0	0	0	1808.json
556	4	0.10463827103376389	0	0	0	1	3.46	0	0	9.0	2.0	10.0	2.0	11.0	12.0	41.51318	4.5	186.80931	10.378295	0.013837727	128.936767578125	0	0	0	0	1926.json
790	4	0.5592139959335327	0	0	0	1	3.46	0	0	16.0	4.0	19.0	4.0	20.0	23.0	99.40434	8.0	795.23474	44.179707	0.03313478	124.39620971679688	0	0	0	0	415.json
680	4,4	0.5924326181411743,0.8361274600028992	0,0	0,0	0,0	1,1	3.46,3.46	0,0	0,0	12.0,12.0	4.0,4.0	15.0,15.0	4.0,4.0	16.0,16.0	19.0,19.0	76.0,76.0	6.0,6.0	456.0,456.0	25.333334,25.333334	0.025333334,0.025333334	125.79222106933594,125.79222106933594	0,198	0,1	0,2	0,65	431.json
929	8,8,8	0.6030150055885315,0.6030150055885315,0.6084001660346985	1,1,1	1,1,1	2,2,2	2,2,2	5.29,5.29,5.29	1,1,1	2,2,1	16.0,16.0,15.0	6.0,6.0,4.0	26.0,26.0,23.0	8.0,8.0,6.0	22.0,22.0,19.0	34.0,34.0,29.0	151.62068,151.62068,123.1899	10.666667,10.666667,11.25	1617.2874,1617.2874,1385.8864	89.8493,89.8493,76.99368	0.050540227,0.050540227,0.0410633	110.74185943603516,110.74185943603516,111.82166290283203	0,192,264	0,0,1	0,0,2	0,0,40	1490.json
1549	11,11,10,10,9,9,9,13,17,31,32,32,25,25,32,32,32,32,32,32	0.01843057945370674,0.031334638595581055,0.09193743765354156,0.09616538137197495,0.06654436141252518,0.07021725922822952,0.09561486542224884,0.006337267346680164,0.007331646513193846,4.6485711936838925E-4,1.811921247281134E-4,1.4590733917430043E-4,2.734157314989716E-4,2.72826524451375E-4,4.460577620193362E-4,5.725060473196208E-4,4.849673714488745E-4,4.987607826478779E-4,6.676831399090588E-4,4.943264648318291E-4	1,1,1,1,1,1,1,2,1,6,6,6,4,4,4,4,4,4,4,4	1,1,1,1,1,1,1,2,1,6,6,6,4,4,4,4,4,4,4,4	2,2,2,2,2,2,2,4,2,12,12,12,8,8,8,8,8,8,8,8	2,2,2,2,2,2,2,3,3,7,7,7,5,5,6,6,6,6,6,6	5.34,5.34,4.8,4.8,5.03,5.03,5.03,4.92,4.75,5.99,5.92,5.92,5.67,5.67,6.24,6.24,6.24,6.24,6.24,6.24	1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2	6,6,4,5,4,4,4,8,8,12,15,15,12,12,12,12,14,14,14,15	28.0,28.0,27.0,28.0,27.0,27.0,27.0,32.0,33.0,47.0,49.0,49.0,43.0,43.0,45.0,45.0,43.0,43.0,43.0,44.0	14.0,12.0,11.0,12.0,12.0,12.0,11.0,13.0,14.0,20.0,22.0,22.0,20.0,20.0,21.0,21.0,21.0,21.0,25.0,24.0	58.0,56.0,49.0,52.0,49.0,49.0,48.0,71.0,74.0,132.0,145.0,146.0,123.0,123.0,132.0,131.0,131.0,131.0,133.0,136.0	23.0,21.0,14.0,15.0,14.0,14.0,13.0,21.0,21.0,42.0,49.0,50.0,45.0,45.0,49.0,48.0,48.0,48.0,51.0,51.0	42.0,40.0,38.0,40.0,39.0,39.0,38.0,45.0,47.0,67.0,71.0,71.0,63.0,63.0,66.0,66.0,64.0,64.0,68.0,68.0	81.0,77.0,63.0,67.0,63.0,63.0,61.0,92.0,95.0,174.0,194.0,196.0,168.0,168.0,181.0,179.0,179.0,179.0,184.0,187.0	436.7777,409.78845,330.61945,356.56918,332.98035,332.98035,320.1236,505.2505,527.6859,1055.4995,1193.0509,1205.3503,1004.18304,1004.18304,1094.0353,1081.9465,1074.0,1074.0,1120.0931,1138.3556	23.0,24.5,17.181818,17.5,15.749999,15.749999,15.954545,25.846153,24.75,49.35,54.568184,55.681816,48.375,48.375,52.5,51.428574,49.14286,49.14286,43.86,46.75	10045.888,10039.817,5680.643,6239.961,5244.44,5244.44,5107.4263,13058.781,13060.227,52088.9,65102.62,67116.09,48577.355,48577.355,57436.85,55642.97,52779.434,52779.434,49127.285,53218.125	558.10486,557.76764,315.59128,346.6645,291.3578,291.3578,283.7459,725.48785,725.5681,2893.8276,3616.8123,3728.6719,2698.742,2698.742,3190.9363,3091.2761,2932.1907,2932.1907,2729.2937,2956.5625	0.14559257,0.13659616,0.110206485,0.11885639,0.11099345,0.11099345,0.10670786,0.16841683,0.1758953,0.35183316,0.39768362,0.40178344,0.33472767,0.33472767,0.3646784,0.36064884,0.358,0.358,0.3733644,0.37945187	100.08109283447266,100.41276550292969,103.07308959960938,102.68017578125,104.74292755126953,104.74292755126953,104.94768524169922,96.38753509521484,91.81573486328125,77.5582046508789,76.40687561035156,76.35354614257812,81.76217651367188,81.76217651367188,77.08740997314453,77.14518737792969,77.18352508544922,77.18352508544922,76.96501159667969,76.88091278076172	0,33,43,56,118,172,246,253,253,722,724,731,799,812,815,819,942,1098,1211,1213	0,1,3,1,2,1,1,4,6,20,3,1,1,1,13,1,2,2,2,3	0,2,7,2,5,2,2,5,8,25,4,2,9,2,17,2,4,4,3,6	0,4,103,21,74,9,9,129,70,534,91,6,196,6,114,8,31,4,36,18	1044.json
1351	4,3	0.8103901147842407,0.9871299266815186	0,0	0,0	0,0	1,1	3.46,0.0	0,0	0,0	12.0,8.0	4.0,2.0	15.0,9.0	4.0,2.0	16.0,10.0	19.0,11.0	76.0,36.541206	6.0,4.0	456.0,146.16483	25.333334,8.120268	0.025333334,0.012180402	125.79222106933594,134.26058959960938	0,625	0,1	0,2	0,62	333.json
