Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
3222	15,17,17,17,19,21	0.028749853372573853,0.011186000891029835,0.011186000891029835,0.00843761209398508,0.0015829125186428428,3.2962352270260453E-4	2,2,2,2,2,3	3,3,3,3,4,6	5,5,5,5,6,9	4,4,4,4,5,7	3.6,3.71,3.71,3.71,3.59,3.92	2,2,2,2,2,2	3,4,4,5,6,9	0,26,433,722,897,951	0,2,1,1,6,3	0,2,2,2,11,4	0,114,5,18,243,172	9063.json
1926	4,4	0.8591268062591553,0.8591268062591553	0,0	0,0	0,0	1,1	1.73,1.73	0,0	1,1	0,26	0,1	0,2	0,6	7448.json
2947	4,4	0.0,0.0	0,0	0,0	0,0	1,1	1.73,1.73	0,0	0,0	0,670	0,1	0,2	0,2	8280.json
1809	4,4	0.3296247124671936,0.3296247124671936	0,0	0,0	0,0	1,1	1.73,1.73	0,0	0,0	0,577	0,0	0,0	0,0	20208.json
2284	21,22	0.034235451370477676,0.015553277917206287	1,1	6,6	7,7	7,7	4.0,4.07	2,2	5,6	0,117	0,4	0,7	0,86	22874.json
120	5	0.32662925124168396	3	3	6	2	1.96	0	3	0	0	0	0	3965.json
1187	10,10	0.07374200224876404,0.07268664985895157	1,1	1,1	2,2	2,2	2.8,2.8	1,1	4,4	0,319	0,1	0,2	0,7	307.json
1231	11,11,4	0.013464550487697124,0.008430281654000282,0.07122147083282471	2,2,0	1,1,0	3,3,0	3,3,1	3.0,3.0,1.73	1,1,0	7,9,3	0,309,535	0,1,0	0,2,14	0,42,661	19788.json
2098	19	7.470482378266752E-4	0	0	0	3	4.86	2	6	0	0	0	0	23117.json
2191	4,4,4,4,4	0.0069571565836668015,0.004642325919121504,0.012971226125955582,0.01320098340511322,0.014450421556830406	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1.73,1.73,1.73,1.73,1.73	0,0,0,0,0	1,2,1,1,1	0,152,392,796,1222	0,1,1,1,1	0,2,2,2,2	0,25,34,9,10	15964.json
1502	10,14	0.06319503486156464,0.07443182170391083	3,5	1,3	4,8	3,4	3.58,3.19	1,1	5,7	0,123	0,4	0,4	0,165	14918.json
1742	6	0.4378316402435303	1	1	2	3	2.98	0	1	0	0	0	0	21713.json
573	21,14	0.0,0.0010692408541217446	3,3	3,3	6,6	4,4	2.44,3.02	1,0	12,8	0,207	0,14	0,35	0,699	10452.json
2037	4	0.31811028718948364	1	1	2	2	1.73	0	0	0	0	0	0	5160.json
941	10	0.592436671257019	2	2	4	3	2.4	0	0	0	0	0	0	8621.json
1369	24,24	0.0,0.0	7,7	9,9	16,16	8,8	11.21,11.21	1,1	12,13	0,673	0,4	0,8	0,64	22644.json
1601	4	0.5862945914268494	0	0	0	1	1.73	0	1	0	0	0	0	11857.json
315	4	0.16822727024555206	0	0	0	1	1.73	0	0	0	0	0	0	8451.json
658	7	0.7210321426391602	3	2	5	3	4.28	0	1	0	0	0	0	14547.json
1771	4	0.8834494948387146	0	0	0	1	1.73	0	0	0	0	0	0	17586.json
2564	4	0.11610429733991623	0	0	0	1	1.73	0	1	0	0	0	0	13444.json
3264	11,15,15,15,12	0.5798964500427246,0.1762857586145401,0.1762857586145401,0.1762857586145401,0.4212849736213684	0,2,2,2,1	0,2,2,2,1	0,4,4,4,2	2,4,4,4,3	2.67,3.77,3.77,3.77,3.45	1,1,1,1,1	1,3,3,3,2	0,135,412,414,1938	0,5,0,0,2	0,6,0,0,7	0,261,0,0,173	6139.json
